"","Condition","List","GenderRating","NameShown","NameFirst","NameLast","Male","Female","Other","SubjID","SubjGender","SubjAge","SubjRace","SubjEd"
"7724","full","2B",2.41,"Tommie Hill","Tommie","Hill",1,0,0,"R_1gncqMUJY0CPeLa","female","18 - 24","Black or African American","4 year degree"
"7725","full","2B",6.78,"Rebecca King","Rebecca","King",0,1,0,"R_1gncqMUJY0CPeLa","female","18 - 24","Black or African American","4 year degree"
"7726","full","2B",3.75,"Quinn Brooks","Quinn","Brooks",0,1,0,"R_1gncqMUJY0CPeLa","female","18 - 24","Black or African American","4 year degree"
"7727","full","2B",5.22,"Blair Young","Blair","Young",1,0,0,"R_1gncqMUJY0CPeLa","female","18 - 24","Black or African American","4 year degree"
"7728","full","2B",1.24,"Brian Wright","Brian","Wright",1,0,0,"R_1gncqMUJY0CPeLa","female","18 - 24","Black or African American","4 year degree"
"7729","full","1B",1.24,"Brian Walker","Brian","Walker",1,0,0,"R_1d02GItEnrsON8A","male","35 - 44","White","4 year degree"
"7730","full","1B",2.41,"Tommie Brown","Tommie","Brown",0,1,0,"R_1d02GItEnrsON8A","male","35 - 44","White","4 year degree"
"7731","full","1B",3.75,"Quinn Young","Quinn","Young",0,1,0,"R_1d02GItEnrsON8A","male","35 - 44","White","4 year degree"
"7732","full","1B",4.34,"Riley Hill","Riley","Hill",1,0,0,"R_1d02GItEnrsON8A","male","35 - 44","White","4 year degree"
"7733","full","1B",5.22,"Blair Campbell","Blair","Campbell",0,1,0,"R_1d02GItEnrsON8A","male","35 - 44","White","4 year degree"
"7734","full","1B",5.86,"Elisha Collins","Elisha","Collins",0,1,0,"R_1d02GItEnrsON8A","male","35 - 44","White","4 year degree"
"7735","full","1B",6.78,"Rebecca Bell","Rebecca","Bell",0,1,0,"R_1d02GItEnrsON8A","male","35 - 44","White","4 year degree"
"7736","full","2C",6.24,"Ashley Walker","Ashley","Walker",0,1,0,"R_8zW1qrRN2zU6a5j","female","25 - 34","Other","2 year degree"
"7737","full","2C",4.39,"Jessie Cook","Jessie","Cook",1,0,0,"R_8zW1qrRN2zU6a5j","female","25 - 34","Other","2 year degree"
"7738","full","2C",2.61,"Emerson Green","Emerson","Green",1,0,0,"R_8zW1qrRN2zU6a5j","female","25 - 34","Other","2 year degree"
"7739","full","2C",6.82,"Emily Baker","Emily","Baker",0,1,0,"R_8zW1qrRN2zU6a5j","female","25 - 34","Other","2 year degree"
"7740","full","2C",3.87,"Reese Parker","Reese","Parker",1,0,0,"R_8zW1qrRN2zU6a5j","female","25 - 34","Other","2 year degree"
"7741","full","2C",5.34,"Jackie White","Jackie","White",0,1,0,"R_8zW1qrRN2zU6a5j","female","25 - 34","Other","2 year degree"
"7742","full","2C",1.28,"James Miller","James","Miller",1,0,0,"R_8zW1qrRN2zU6a5j","female","25 - 34","Other","2 year degree"
"7743","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",1,0,0,"R_3ml8QaHhTChNH5b","male","25 - 34","White","4 year degree"
"7744","full","3A",4.22,"Taylor Miller","Taylor","Miller",1,0,0,"R_3ml8QaHhTChNH5b","male","25 - 34","White","4 year degree"
"7745","full","3A",3.61,"Stevie Ward","Stevie","Ward",1,0,0,"R_3ml8QaHhTChNH5b","male","25 - 34","White","4 year degree"
"7746","full","3A",4.22,"Taylor Moore","Taylor","Miller",1,0,0,"R_3ml8QaHhTChNH5b","male","25 - 34","White","4 year degree"
"7747","full","3A",1.21,"Matthew Brown","Matthew","Brown",1,0,0,"R_3ml8QaHhTChNH5b","male","25 - 34","White","4 year degree"
"7748","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",1,0,0,"R_3ml8QaHhTChNH5b","male","25 - 34","White","4 year degree"
"7749","full","3A",4.73,"Kerry Bell","Kerry","Bell",1,0,0,"R_3ml8QaHhTChNH5b","male","25 - 34","White","4 year degree"
"7750","full","3C",6.24,"Ashley Green","Ashley","Green",0,1,0,"R_3e4VnO8iEyJGC2k","female","45 - 54","White","4 year degree"
"7751","full","3C",4.39,"Jessie Turner","Jessie","Turner",0,1,0,"R_3e4VnO8iEyJGC2k","female","45 - 54","White","4 year degree"
"7752","full","3C",2.61,"Emerson Baker","Emerson","Baker",1,0,0,"R_3e4VnO8iEyJGC2k","female","45 - 54","White","4 year degree"
"7753","full","3C",3.87,"Reese Campbell","Reese","Campbell",0,1,0,"R_3e4VnO8iEyJGC2k","female","45 - 54","White","4 year degree"
"7754","full","3C",1.28,"James White","James","White",1,0,0,"R_3e4VnO8iEyJGC2k","female","45 - 54","White","4 year degree"
"7755","full","3C",6.82,"Emily Brooks","Emily","Brooks",0,1,0,"R_3e4VnO8iEyJGC2k","female","45 - 54","White","4 year degree"
"7756","full","3C",5.34,"Jackie Walker","Jackie","Walker",0,1,0,"R_3e4VnO8iEyJGC2k","female","45 - 54","White","4 year degree"
"7757","full","1B",1.24,"Brian Walker","Brian","Walker",1,0,0,"R_24clqgI4aNxZIF8","male","25 - 34","White","Some college"
"7758","full","1B",2.41,"Tommie Brown","Tommie","Brown",1,0,0,"R_24clqgI4aNxZIF8","male","25 - 34","White","Some college"
"7759","full","1B",3.75,"Quinn Young","Quinn","Young",1,0,0,"R_24clqgI4aNxZIF8","male","25 - 34","White","Some college"
"7760","full","1B",4.34,"Riley Hill","Riley","Hill",0,1,0,"R_24clqgI4aNxZIF8","male","25 - 34","White","Some college"
"7761","full","1B",5.22,"Blair Campbell","Blair","Campbell",1,0,0,"R_24clqgI4aNxZIF8","male","25 - 34","White","Some college"
"7762","full","1B",5.86,"Elisha Collins","Elisha","Collins",0,1,0,"R_24clqgI4aNxZIF8","male","25 - 34","White","Some college"
"7763","full","1B",6.78,"Rebecca Bell","Rebecca","Bell",1,0,0,"R_24clqgI4aNxZIF8","male","25 - 34","White","Some college"
"7764","full","2B",5.86,"Elisha Bell","Elisha","Bell",0,1,0,"R_3RrBckDuk6hYCUi","male","25 - 34","Black or African American","Professional degree"
"7765","full","2B",4.34,"Riley Campbell","Riley","Campbell",1,0,0,"R_3RrBckDuk6hYCUi","male","25 - 34","Black or African American","Professional degree"
"7766","full","2B",2.41,"Tommie Hill","Tommie","Hill",1,0,0,"R_3RrBckDuk6hYCUi","male","25 - 34","Black or African American","Professional degree"
"7767","full","2B",6.78,"Rebecca King","Rebecca","King",0,1,0,"R_3RrBckDuk6hYCUi","male","25 - 34","Black or African American","Professional degree"
"7768","full","2B",3.75,"Quinn Brooks","Quinn","Brooks",0,1,0,"R_3RrBckDuk6hYCUi","male","25 - 34","Black or African American","Professional degree"
"7769","full","2B",5.22,"Blair Young","Blair","Young",1,0,0,"R_3RrBckDuk6hYCUi","male","25 - 34","Black or African American","Professional degree"
"7770","full","2B",1.24,"Brian Wright","Brian","Wright",1,0,0,"R_3RrBckDuk6hYCUi","male","25 - 34","Black or African American","Professional degree"
"7771","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",0,1,0,"R_22yTltsmwDD830t","male","25 - 34","Asian","4 year degree"
"7772","full","3A",4.22,"Taylor Miller","Taylor","Miller",0,1,0,"R_22yTltsmwDD830t","male","25 - 34","Asian","4 year degree"
"7773","full","3A",3.61,"Stevie Ward","Stevie","Ward",1,0,0,"R_22yTltsmwDD830t","male","25 - 34","Asian","4 year degree"
"7774","full","3A",4.22,"Taylor Moore","Taylor","Miller",1,0,0,"R_22yTltsmwDD830t","male","25 - 34","Asian","4 year degree"
"7775","full","3A",1.21,"Matthew Brown","Matthew","Brown",1,0,0,"R_22yTltsmwDD830t","male","25 - 34","Asian","4 year degree"
"7776","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",0,1,0,"R_22yTltsmwDD830t","male","25 - 34","Asian","4 year degree"
"7777","full","3A",4.73,"Kerry Bell","Kerry","Bell",0,1,0,"R_22yTltsmwDD830t","male","25 - 34","Asian","4 year degree"
"7778","full","3B",5.86,"Elisha Moore","Elisha","Moore",0,1,0,"R_3m4aNO098rw62Df","male","25 - 34","Asian","Some college"
"7779","full","3B",4.34,"Riley Cook","Riley","Cook",0,1,0,"R_3m4aNO098rw62Df","male","25 - 34","Asian","Some college"
"7780","full","3B",2.41,"Tommie Smith","Tommie","Smith",1,0,0,"R_3m4aNO098rw62Df","male","25 - 34","Asian","Some college"
"7781","full","3B",3.75,"Quinn Parker","Quinn","Parker",1,0,0,"R_3m4aNO098rw62Df","male","25 - 34","Asian","Some college"
"7782","full","3B",1.24,"Brian King","Brian","King",1,0,0,"R_3m4aNO098rw62Df","male","25 - 34","Asian","Some college"
"7783","full","3B",6.78,"Rebecca Wright","Rebecca","Wright",0,1,0,"R_3m4aNO098rw62Df","male","25 - 34","Asian","Some college"
"7784","full","3B",5.22,"Blair Hill","Blair","Hill",0,1,0,"R_3m4aNO098rw62Df","male","25 - 34","Asian","Some college"
"7785","full","2A",5.59,"Jodie Ward","Jodie","Ward",1,0,0,"R_veiInvnv63ZCaoF","male","25 - 34","Black or African American","4 year degree"
"7786","full","2A",4.22,"Taylor Smith","Taylor","Smith",1,0,0,"R_veiInvnv63ZCaoF","male","25 - 34","Black or African American","4 year degree"
"7787","full","2A",2.12,"Chris Collins","Chris","Collins",1,0,0,"R_veiInvnv63ZCaoF","male","25 - 34","Black or African American","4 year degree"
"7788","full","2A",6.73,"Mary Brown","Mary","Brown",1,0,0,"R_veiInvnv63ZCaoF","male","25 - 34","Black or African American","4 year degree"
"7789","full","2A",3.61,"Stevie Cooper","Stevie","Cooper",1,0,0,"R_veiInvnv63ZCaoF","male","25 - 34","Black or African American","4 year degree"
"7790","full","2A",4.73,"Kerry Moore","Kerry","Moore",1,0,0,"R_veiInvnv63ZCaoF","male","25 - 34","Black or African American","4 year degree"
"7791","full","2A",1.21,"Matthew Turner","Matthew","Turner",1,0,0,"R_veiInvnv63ZCaoF","male","25 - 34","Black or African American","4 year degree"
"7792","full","2C",6.24,"Ashley Walker","Ashley","Walker",0,1,0,"R_RtaFNbYTq9Bh22R","male","25 - 34","White","High school graduate"
"7793","full","2C",4.39,"Jessie Cook","Jessie","Cook",0,1,0,"R_RtaFNbYTq9Bh22R","male","25 - 34","White","High school graduate"
"7794","full","2C",2.61,"Emerson Green","Emerson","Green",0,1,0,"R_RtaFNbYTq9Bh22R","male","25 - 34","White","High school graduate"
"7795","full","2C",6.82,"Emily Baker","Emily","Baker",0,1,0,"R_RtaFNbYTq9Bh22R","male","25 - 34","White","High school graduate"
"7796","full","2C",3.87,"Reese Parker","Reese","Parker",0,1,0,"R_RtaFNbYTq9Bh22R","male","25 - 34","White","High school graduate"
"7797","full","2C",5.34,"Jackie White","Jackie","White",0,1,0,"R_RtaFNbYTq9Bh22R","male","25 - 34","White","High school graduate"
"7798","full","2C",1.28,"James Miller","James","Miller",0,1,0,"R_RtaFNbYTq9Bh22R","male","25 - 34","White","High school graduate"
"7799","full","1A",1.21,"Matthew Smith","Matthew","Smith",1,0,0,"R_10qhUR1lOW8mWBr","female","35 - 44","White","High school graduate"
"7800","full","1A",2.12,"Chris Miller","Chris","Miller",0,1,0,"R_10qhUR1lOW8mWBr","female","35 - 44","White","High school graduate"
"7801","full","1A",3.61,"Stevie White","Stevie","White",1,0,0,"R_10qhUR1lOW8mWBr","female","35 - 44","White","High school graduate"
"7802","full","1A",4.22,"Taylor Wright","Taylor","Wright",1,0,0,"R_10qhUR1lOW8mWBr","female","35 - 44","White","High school graduate"
"7803","full","1A",4.73,"Kerry Baker","Kerry","Baker",0,1,0,"R_10qhUR1lOW8mWBr","female","35 - 44","White","High school graduate"
"7804","full","1A",5.59,"Jodie Parker","Jodie","Parker",0,1,0,"R_10qhUR1lOW8mWBr","female","35 - 44","White","High school graduate"
"7805","full","1A",6.73,"Mary Cooper","Mary","Cooper",0,1,0,"R_10qhUR1lOW8mWBr","female","35 - 44","White","High school graduate"
"7806","full","2A",5.59,"Jodie Ward","Jodie","Ward",0,1,0,"R_2agdjHXzJT1AlTj","male","25 - 34","Black or African American","Professional degree"
"7807","full","2A",4.22,"Taylor Smith","Taylor","Smith",1,0,0,"R_2agdjHXzJT1AlTj","male","25 - 34","Black or African American","Professional degree"
"7808","full","2A",2.12,"Chris Collins","Chris","Collins",1,0,0,"R_2agdjHXzJT1AlTj","male","25 - 34","Black or African American","Professional degree"
"7809","full","2A",6.73,"Mary Brown","Mary","Brown",0,1,0,"R_2agdjHXzJT1AlTj","male","25 - 34","Black or African American","Professional degree"
"7810","full","2A",3.61,"Stevie Cooper","Stevie","Cooper",1,0,0,"R_2agdjHXzJT1AlTj","male","25 - 34","Black or African American","Professional degree"
"7811","full","2A",4.73,"Kerry Moore","Kerry","Moore",1,0,0,"R_2agdjHXzJT1AlTj","male","25 - 34","Black or African American","Professional degree"
"7812","full","2A",1.21,"Matthew Turner","Matthew","Turner",1,0,0,"R_2agdjHXzJT1AlTj","male","25 - 34","Black or African American","Professional degree"
"7813","full","2C",6.24,"Ashley Walker","Ashley","Walker",0,1,0,"R_w1PvNUWshnDDRNn","male","35 - 44","White","4 year degree"
"7814","full","2C",4.39,"Jessie Cook","Jessie","Cook",1,0,0,"R_w1PvNUWshnDDRNn","male","35 - 44","White","4 year degree"
"7815","full","2C",2.61,"Emerson Green","Emerson","Green",1,0,0,"R_w1PvNUWshnDDRNn","male","35 - 44","White","4 year degree"
"7816","full","2C",6.82,"Emily Baker","Emily","Baker",0,1,0,"R_w1PvNUWshnDDRNn","male","35 - 44","White","4 year degree"
"7817","full","2C",3.87,"Reese Parker","Reese","Parker",0,1,0,"R_w1PvNUWshnDDRNn","male","35 - 44","White","4 year degree"
"7818","full","2C",5.34,"Jackie White","Jackie","White",1,0,0,"R_w1PvNUWshnDDRNn","male","35 - 44","White","4 year degree"
"7819","full","2C",1.28,"James Miller","James","Miller",1,0,0,"R_w1PvNUWshnDDRNn","male","35 - 44","White","4 year degree"
"7820","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",0,1,0,"R_2bJFgtmmsjpA1YL","female","25 - 34","White","Some college"
"7821","full","3A",4.22,"Taylor Miller","Taylor","Miller",0,1,0,"R_2bJFgtmmsjpA1YL","female","25 - 34","White","Some college"
"7822","full","3A",3.61,"Stevie Ward","Stevie","Ward",1,0,0,"R_2bJFgtmmsjpA1YL","female","25 - 34","White","Some college"
"7823","full","3A",4.22,"Taylor Moore","Taylor","Miller",1,0,0,"R_2bJFgtmmsjpA1YL","female","25 - 34","White","Some college"
"7824","full","3A",1.21,"Matthew Brown","Matthew","Brown",1,0,0,"R_2bJFgtmmsjpA1YL","female","25 - 34","White","Some college"
"7825","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",0,1,0,"R_2bJFgtmmsjpA1YL","female","25 - 34","White","Some college"
"7826","full","3A",4.73,"Kerry Bell","Kerry","Bell",0,1,0,"R_2bJFgtmmsjpA1YL","female","25 - 34","White","Some college"
"7827","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",0,1,0,"R_DhFoIpVuTV22f61","female","35 - 44","White","Some college"
"7828","full","3A",4.22,"Taylor Miller","Taylor","Miller",0,1,0,"R_DhFoIpVuTV22f61","female","35 - 44","White","Some college"
"7829","full","3A",3.61,"Stevie Ward","Stevie","Ward",1,0,0,"R_DhFoIpVuTV22f61","female","35 - 44","White","Some college"
"7830","full","3A",4.22,"Taylor Moore","Taylor","Miller",1,0,0,"R_DhFoIpVuTV22f61","female","35 - 44","White","Some college"
"7831","full","3A",1.21,"Matthew Brown","Matthew","Brown",1,0,0,"R_DhFoIpVuTV22f61","female","35 - 44","White","Some college"
"7832","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",0,1,0,"R_DhFoIpVuTV22f61","female","35 - 44","White","Some college"
"7833","full","3A",4.73,"Kerry Bell","Kerry","Bell",0,1,0,"R_DhFoIpVuTV22f61","female","35 - 44","White","Some college"
"7834","full","2A",5.59,"Jodie Ward","Jodie","Ward",0,1,0,"R_1ovRKKrg60fudLx","female","35 - 44","White","Professional degree"
"7835","full","2A",4.22,"Taylor Smith","Taylor","Smith",1,0,0,"R_1ovRKKrg60fudLx","female","35 - 44","White","Professional degree"
"7836","full","2A",2.12,"Chris Collins","Chris","Collins",0,1,0,"R_1ovRKKrg60fudLx","female","35 - 44","White","Professional degree"
"7837","full","2A",6.73,"Mary Brown","Mary","Brown",0,1,0,"R_1ovRKKrg60fudLx","female","35 - 44","White","Professional degree"
"7838","full","2A",3.61,"Stevie Cooper","Stevie","Cooper",0,1,0,"R_1ovRKKrg60fudLx","female","35 - 44","White","Professional degree"
"7839","full","2A",4.73,"Kerry Moore","Kerry","Moore",1,0,0,"R_1ovRKKrg60fudLx","female","35 - 44","White","Professional degree"
"7840","full","2A",1.21,"Matthew Turner","Matthew","Turner",1,0,0,"R_1ovRKKrg60fudLx","female","35 - 44","White","Professional degree"
"7841","full","1B",1.24,"Brian Walker","Brian","Walker",1,0,0,"R_1FPxckKLDSbF0hE","male","45 - 54","White","4 year degree"
"7842","full","1B",2.41,"Tommie Brown","Tommie","Brown",0,1,0,"R_1FPxckKLDSbF0hE","male","45 - 54","White","4 year degree"
"7843","full","1B",3.75,"Quinn Young","Quinn","Young",0,1,0,"R_1FPxckKLDSbF0hE","male","45 - 54","White","4 year degree"
"7844","full","1B",4.34,"Riley Hill","Riley","Hill",1,0,0,"R_1FPxckKLDSbF0hE","male","45 - 54","White","4 year degree"
"7845","full","1B",5.22,"Blair Campbell","Blair","Campbell",1,0,0,"R_1FPxckKLDSbF0hE","male","45 - 54","White","4 year degree"
"7846","full","1B",5.86,"Elisha Collins","Elisha","Collins",0,1,0,"R_1FPxckKLDSbF0hE","male","45 - 54","White","4 year degree"
"7847","full","1B",6.78,"Rebecca Bell","Rebecca","Bell",1,0,0,"R_1FPxckKLDSbF0hE","male","45 - 54","White","4 year degree"
"7848","full","1C",1.28,"James Green","James","Green",1,0,0,"R_3qVRfrmIupJvqiO","male","25 - 34","White","4 year degree"
"7849","full","1C",2.61,"Emerson Moore","Emerson","Moore",1,0,0,"R_3qVRfrmIupJvqiO","male","25 - 34","White","4 year degree"
"7850","full","1C",3.87,"Reese King","Reese","King",1,0,0,"R_3qVRfrmIupJvqiO","male","25 - 34","White","4 year degree"
"7851","full","1C",4.39,"Jessie Brooks","Jessie","Brooks",1,0,0,"R_3qVRfrmIupJvqiO","male","25 - 34","White","4 year degree"
"7852","full","1C",5.34,"Jackie Turner","Jackie","Turner",0,1,0,"R_3qVRfrmIupJvqiO","male","25 - 34","White","4 year degree"
"7853","full","1C",6.24,"Ashley Cook","Ashley","Cook",0,1,0,"R_3qVRfrmIupJvqiO","male","25 - 34","White","4 year degree"
"7854","full","1C",6.82,"Emily Ward","Emily","Ward",0,1,0,"R_3qVRfrmIupJvqiO","male","25 - 34","White","4 year degree"
"7855","full","3B",5.86,"Elisha Moore","Elisha","Moore",1,0,0,"R_1PUImzEClcRN2u0","male","25 - 34","Black or African American","Some college"
"7856","full","3B",4.34,"Riley Cook","Riley","Cook",1,0,0,"R_1PUImzEClcRN2u0","male","25 - 34","Black or African American","Some college"
"7857","full","3B",2.41,"Tommie Smith","Tommie","Smith",1,0,0,"R_1PUImzEClcRN2u0","male","25 - 34","Black or African American","Some college"
"7858","full","3B",3.75,"Quinn Parker","Quinn","Parker",0,1,0,"R_1PUImzEClcRN2u0","male","25 - 34","Black or African American","Some college"
"7859","full","3B",1.24,"Brian King","Brian","King",1,0,0,"R_1PUImzEClcRN2u0","male","25 - 34","Black or African American","Some college"
"7860","full","3B",6.78,"Rebecca Wright","Rebecca","Wright",0,0,1,"R_1PUImzEClcRN2u0","male","25 - 34","Black or African American","Some college"
"7861","full","3B",5.22,"Blair Hill","Blair","Hill",0,1,0,"R_1PUImzEClcRN2u0","male","25 - 34","Black or African American","Some college"
"7862","full","1A",1.21,"Matthew Smith","Matthew","Smith",1,0,0,"R_2qwx1tXjd5NHDMH","female","45 - 54","White","2 year degree"
"7863","full","1A",2.12,"Chris Miller","Chris","Miller",1,0,0,"R_2qwx1tXjd5NHDMH","female","45 - 54","White","2 year degree"
"7864","full","1A",3.61,"Stevie White","Stevie","White",1,0,0,"R_2qwx1tXjd5NHDMH","female","45 - 54","White","2 year degree"
"7865","full","1A",4.22,"Taylor Wright","Taylor","Wright",0,1,0,"R_2qwx1tXjd5NHDMH","female","45 - 54","White","2 year degree"
"7866","full","1A",4.73,"Kerry Baker","Kerry","Baker",0,1,0,"R_2qwx1tXjd5NHDMH","female","45 - 54","White","2 year degree"
"7867","full","1A",5.59,"Jodie Parker","Jodie","Parker",0,1,0,"R_2qwx1tXjd5NHDMH","female","45 - 54","White","2 year degree"
"7868","full","1A",6.73,"Mary Cooper","Mary","Cooper",0,1,0,"R_2qwx1tXjd5NHDMH","female","45 - 54","White","2 year degree"
"7869","full","3B",5.86,"Elisha Moore","Elisha","Moore",0,1,0,"R_2QywbsdUxhx5oRq","female","35 - 44","White","High school graduate"
"7870","full","3B",4.34,"Riley Cook","Riley","Cook",1,0,0,"R_2QywbsdUxhx5oRq","female","35 - 44","White","High school graduate"
"7871","full","3B",2.41,"Tommie Smith","Tommie","Smith",1,0,0,"R_2QywbsdUxhx5oRq","female","35 - 44","White","High school graduate"
"7872","full","3B",3.75,"Quinn Parker","Quinn","Parker",1,0,0,"R_2QywbsdUxhx5oRq","female","35 - 44","White","High school graduate"
"7873","full","3B",1.24,"Brian King","Brian","King",1,0,0,"R_2QywbsdUxhx5oRq","female","35 - 44","White","High school graduate"
"7874","full","3B",6.78,"Rebecca Wright","Rebecca","Wright",0,1,0,"R_2QywbsdUxhx5oRq","female","35 - 44","White","High school graduate"
"7875","full","3B",5.22,"Blair Hill","Blair","Hill",0,1,0,"R_2QywbsdUxhx5oRq","female","35 - 44","White","High school graduate"
"7876","full","1B",1.24,"Brian Walker","Brian","Walker",1,0,0,"R_24A8BKbUa5OuWOY","male","25 - 34","Asian","4 year degree"
"7877","full","1B",2.41,"Tommie Brown","Tommie","Brown",1,0,0,"R_24A8BKbUa5OuWOY","male","25 - 34","Asian","4 year degree"
"7878","full","1B",3.75,"Quinn Young","Quinn","Young",0,1,0,"R_24A8BKbUa5OuWOY","male","25 - 34","Asian","4 year degree"
"7879","full","1B",4.34,"Riley Hill","Riley","Hill",1,0,0,"R_24A8BKbUa5OuWOY","male","25 - 34","Asian","4 year degree"
"7880","full","1B",5.22,"Blair Campbell","Blair","Campbell",1,0,0,"R_24A8BKbUa5OuWOY","male","25 - 34","Asian","4 year degree"
"7881","full","1B",5.86,"Elisha Collins","Elisha","Collins",1,0,0,"R_24A8BKbUa5OuWOY","male","25 - 34","Asian","4 year degree"
"7882","full","1B",6.78,"Rebecca Bell","Rebecca","Bell",0,1,0,"R_24A8BKbUa5OuWOY","male","25 - 34","Asian","4 year degree"
"7883","full","3C",6.24,"Ashley Green","Ashley","Green",0,1,0,"R_24u7rcvBYn1sM7u","male","25 - 34","White","2 year degree"
"7884","full","3C",4.39,"Jessie Turner","Jessie","Turner",1,0,0,"R_24u7rcvBYn1sM7u","male","25 - 34","White","2 year degree"
"7885","full","3C",2.61,"Emerson Baker","Emerson","Baker",1,0,0,"R_24u7rcvBYn1sM7u","male","25 - 34","White","2 year degree"
"7886","full","3C",3.87,"Reese Campbell","Reese","Campbell",0,1,0,"R_24u7rcvBYn1sM7u","male","25 - 34","White","2 year degree"
"7887","full","3C",1.28,"James White","James","White",0,1,0,"R_24u7rcvBYn1sM7u","male","25 - 34","White","2 year degree"
"7888","full","3C",6.82,"Emily Brooks","Emily","Brooks",0,1,0,"R_24u7rcvBYn1sM7u","male","25 - 34","White","2 year degree"
"7889","full","3C",5.34,"Jackie Walker","Jackie","Walker",0,1,0,"R_24u7rcvBYn1sM7u","male","25 - 34","White","2 year degree"
"7890","full","1C",1.28,"James Green","James","Green",0,1,0,"R_0PWYEsBoDgJWVfr","male","35 - 44","White","4 year degree"
"7891","full","1C",2.61,"Emerson Moore","Emerson","Moore",1,0,0,"R_0PWYEsBoDgJWVfr","male","35 - 44","White","4 year degree"
"7892","full","1C",3.87,"Reese King","Reese","King",0,1,0,"R_0PWYEsBoDgJWVfr","male","35 - 44","White","4 year degree"
"7893","full","1C",4.39,"Jessie Brooks","Jessie","Brooks",0,1,0,"R_0PWYEsBoDgJWVfr","male","35 - 44","White","4 year degree"
"7894","full","1C",5.34,"Jackie Turner","Jackie","Turner",0,1,0,"R_0PWYEsBoDgJWVfr","male","35 - 44","White","4 year degree"
"7895","full","1C",6.24,"Ashley Cook","Ashley","Cook",1,0,0,"R_0PWYEsBoDgJWVfr","male","35 - 44","White","4 year degree"
"7896","full","1C",6.82,"Emily Ward","Emily","Ward",1,0,0,"R_0PWYEsBoDgJWVfr","male","35 - 44","White","4 year degree"
"7897","full","2C",6.24,"Ashley Walker","Ashley","Walker",0,1,0,"R_3PGI1AYDa4q2pCY","male","25 - 34","WhiteBlack or African American","4 year degree"
"7898","full","2C",4.39,"Jessie Cook","Jessie","Cook",1,0,0,"R_3PGI1AYDa4q2pCY","male","25 - 34","WhiteBlack or African American","4 year degree"
"7899","full","2C",2.61,"Emerson Green","Emerson","Green",1,0,0,"R_3PGI1AYDa4q2pCY","male","25 - 34","WhiteBlack or African American","4 year degree"
"7900","full","2C",6.82,"Emily Baker","Emily","Baker",0,1,0,"R_3PGI1AYDa4q2pCY","male","25 - 34","WhiteBlack or African American","4 year degree"
"7901","full","2C",3.87,"Reese Parker","Reese","Parker",0,1,0,"R_3PGI1AYDa4q2pCY","male","25 - 34","WhiteBlack or African American","4 year degree"
"7902","full","2C",5.34,"Jackie White","Jackie","White",1,0,0,"R_3PGI1AYDa4q2pCY","male","25 - 34","WhiteBlack or African American","4 year degree"
"7903","full","2C",1.28,"James Miller","James","Miller",1,0,0,"R_3PGI1AYDa4q2pCY","male","25 - 34","WhiteBlack or African American","4 year degree"
"7904","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",0,1,0,"R_1ds2z0nv6C6LurK","male","35 - 44","White","Some college"
"7905","full","3A",4.22,"Taylor Miller","Taylor","Miller",1,0,0,"R_1ds2z0nv6C6LurK","male","35 - 44","White","Some college"
"7906","full","3A",3.61,"Stevie Ward","Stevie","Ward",0,1,0,"R_1ds2z0nv6C6LurK","male","35 - 44","White","Some college"
"7907","full","3A",4.22,"Taylor Moore","Taylor","Miller",0,1,0,"R_1ds2z0nv6C6LurK","male","35 - 44","White","Some college"
"7908","full","3A",1.21,"Matthew Brown","Matthew","Brown",1,0,0,"R_1ds2z0nv6C6LurK","male","35 - 44","White","Some college"
"7909","full","3A",5.59,"Jodie Cooper","Jodie","Cooper",0,1,0,"R_1ds2z0nv6C6LurK","male","35 - 44","White","Some college"
"7910","full","3A",4.73,"Kerry Bell","Kerry","Bell",1,0,0,"R_1ds2z0nv6C6LurK","male","35 - 44","White","Some college"
"7911","full","2B",5.86,"Elisha Bell","Elisha","Bell",0,1,0,"R_ONMr13cFG6aVxbr","female","25 - 34","Black or African American","High school graduate"
"7912","full","2B",4.34,"Riley Campbell","Riley","Campbell",1,0,0,"R_ONMr13cFG6aVxbr","female","25 - 34","Black or African American","High school graduate"
"7913","full","2B",2.41,"Tommie Hill","Tommie","Hill",0,1,0,"R_ONMr13cFG6aVxbr","female","25 - 34","Black or African American","High school graduate"
"7914","full","2B",6.78,"Rebecca King","Rebecca","King",0,1,0,"R_ONMr13cFG6aVxbr","female","25 - 34","Black or African American","High school graduate"
"7915","full","2B",3.75,"Quinn Brooks","Quinn","Brooks",0,1,0,"R_ONMr13cFG6aVxbr","female","25 - 34","Black or African American","High school graduate"
"7916","full","2B",5.22,"Blair Young","Blair","Young",0,1,0,"R_ONMr13cFG6aVxbr","female","25 - 34","Black or African American","High school graduate"
